# Study Name: Ahlam-biopsies
# Study Description: 
# Study Comments: 
# Created By: GUEST
# Last Modified Date/Time: 09-20-2017 13:12:52 CEST
# Number of Experiments in Study: 26
# Instrument Type in the Study: QuantStudio™ 12K Flex Real-Time PCR System
# Barcode: 80004882 80004552 80004551 80004550 80004888 80004887 80004886 80004884 80004885 80004883 80004554 80004553 80004555 80004872 80004870 80004559 80004558 80004557 80004556 80004873 80004871 80004879 80004878 80004877 80004876 80004875 
# Normalization Method: Endogenous Control = [YWHAZ]
# Reference Biological Group: 0
# Max CT: 40.0
# Efficiency: [PYCRL = 100.0%  INADL = 100.0%  YWHAZ = 100.0%  ALDH18A1 = 100.0%  IL8 = 100.0%  PRODH_933 = 100.0%  DUSP8_712 = 100.0%  ABP1-AOC1 = 100.0%  FAM3A = 100.0%  IL15_562 = 100.0%  HPRT1 = 100.0%  GUSB_627 = 100.0%  PYCR1 = 100.0%  LAMB3 = 100.0%  DUSP3 = 100.0%  PYCR2 = 100.0%  DUSP1 = 100.0%  MGAM = 100.0%  GALC = 100.0%  TGM2 = 100.0%  IL15RA = 100.0%  TGFA = 100.0%  IL16_716 = 100.0%  TRAF6 = 100.0%]
# RQ Min/Max Calculation: Confidence Level = 95.0% 

Biological Group Name	Sample Name	Target Name	Amp Score	Cq Conf	Ct	Ct Mean	Adjusted Ct Mean	dCt Mean	dCt SE	RQ	RQ Min	RQ Max	P-Value	Auto Threshold	Threshold	Auto Baseline	Baseline Start	Baseline End	Omit
0	10154	ABP1-AOC1	1.030	0.988	25.501	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10154	ABP1-AOC1	1.011	0.986	25.579	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10152	ABP1-AOC1	1.023	0.992	26.517	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10152	ABP1-AOC1	0.987	0.946	26.589	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10153	ABP1-AOC1	1.053	0.989	25.806	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10153	ABP1-AOC1	1.046	0.990	25.867	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10158	ABP1-AOC1	1.025	0.961	28.271	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	25	
0	10158	ABP1-AOC1	1.034	0.988	28.496	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	25	
0	10159	ABP1-AOC1	1.100	0.975	24.075	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10159	ABP1-AOC1	1.100	0.985	24.204	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10009	HPRT1	0.975	0.968	33.099	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	30	
0	10009	HPRT1	0.960	0.984	32.528	29.790	29.790	0.368	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	29	
0	10150	ABP1-AOC1	1.012	0.975	26.593	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	24	
0	10150	ABP1-AOC1	1.039	0.990	26.566	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10151	ABP1-AOC1	1.116	0.986	25.886	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10151	ABP1-AOC1	1.108	0.893	26.027	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10080	TGM2	0.837	0.963	29.836	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	26	
0	10080	TGM2	0.805	0.941	32.422	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	29	
0	10084	TGM2	0.887	0.968	30.712	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	27	
0	10084	TGM2	0.877	0.947	30.789	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	28	
0	10083	TGM2	0.856	0.970	28.413	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	25	
0	10083	TGM2	0.882	0.966	27.534	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	24	
0	10086	TGM2	0.000	0.000	Undetermined	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	39	True
0	10086	TGM2	0.774	0.889	37.387	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	34	
0	10085	TGM2	0.874	0.972	31.427	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	28	
0	10085	TGM2	0.852	0.963	32.474	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	29	
0	10087	TGM2	0.861	0.968	32.094	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	29	
0	10087	TGM2	0.868	0.949	32.733	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	29	
0	10089	TGM2	0.787	0.947	32.426	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	29	
0	10089	TGM2	0.820	0.955	31.734	30.981	30.981	1.743	0.091	1.000	0.883	1.133	1.000	True	0.040	True	3	28	
0	10163	ABP1-AOC1	1.104	0.986	25.444	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10163	ABP1-AOC1	1.102	0.993	25.418	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10164	ABP1-AOC1	1.013	0.989	24.902	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10164	ABP1-AOC1	1.029	0.991	24.820	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10165	ABP1-AOC1	1.002	0.989	26.642	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10165	ABP1-AOC1	1.033	0.984	26.431	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	23	
0	10166	ABP1-AOC1	1.025	0.972	25.498	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10166	ABP1-AOC1	1.022	0.971	25.647	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	22	
0	10167	ABP1-AOC1	1.001	0.967	27.276	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	24	
0	10167	ABP1-AOC1	1.005	0.985	27.432	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	24	
0	10168	ABP1-AOC1	1.010	0.980	32.048	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	29	
0	10168	ABP1-AOC1	1.028	0.987	31.701	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	28	
0	10169	ABP1-AOC1	1.024	0.980	24.274	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10169	ABP1-AOC1	1.003	0.877	24.713	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10160	ABP1-AOC1	0.987	0.978	24.407	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10160	ABP1-AOC1	1.004	0.987	24.389	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	21	
0	10161	ABP1-AOC1	1.113	0.988	23.172	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	20	
0	10161	ABP1-AOC1	1.095	0.872	23.752	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	20	
0	10162	ABP1-AOC1	1.019	0.988	27.160	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	24	
0	10162	ABP1-AOC1	0.991	0.844	27.903	27.602	27.602	-1.889	0.083	1.000	0.892	1.121	1.000	True	0.040	True	3	24	
0	10176	TRAF6	1.125	0.988	28.939	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10176	TRAF6	1.165	0.990	29.221	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10177	TRAF6	1.229	0.974	28.858	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10177	TRAF6	1.222	0.989	28.747	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10174	TRAF6	1.128	0.984	27.305	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10174	TRAF6	1.134	0.985	27.516	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10175	TRAF6	1.176	0.990	28.564	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10175	TRAF6	1.178	0.961	28.198	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10172	TRAF6	1.136	0.993	27.554	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10172	TRAF6	1.107	0.987	27.713	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10173	TRAF6	1.212	0.985	26.587	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10173	TRAF6	1.209	0.988	27.048	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10170	TRAF6	1.123	0.983	30.074	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	27	
0	10170	TRAF6	1.203	0.991	28.975	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10171	TRAF6	1.146	0.994	28.949	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10171	TRAF6	1.172	0.992	28.908	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10092	YWHAZ	0.700	0.877	34.600	29.491	29.491							True	0.040	True	3	31	
0	10092	YWHAZ	0.757	0.765	34.022	29.491	29.491							True	0.040	True	3	30	
0	10184	LAMB3	1.143	0.990	27.320	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10184	LAMB3	1.154	0.995	27.467	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10091	YWHAZ	0.843	0.966	26.563	29.491	29.491							True	0.040	True	3	23	
0	10091	YWHAZ	0.766	0.939	27.352	29.491	29.491							True	0.040	True	3	24	
0	10183	LAMB3	1.187	0.987	25.020	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10183	LAMB3	1.194	0.989	25.030	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10090	YWHAZ	0.932	0.964	30.925	29.491	29.491							True	0.040	True	3	28	
0	10090	YWHAZ	0.923	0.850	30.911	29.491	29.491							True	0.040	True	3	28	
0	10186	LAMB3	1.199	0.982	24.069	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10186	LAMB3	1.213	0.995	23.954	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10185	LAMB3	1.139	0.989	25.369	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10185	LAMB3	1.123	0.991	25.462	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10180	LAMB3	1.191	0.991	24.062	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10180	LAMB3	1.191	0.987	24.195	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10169	TRAF6	1.136	0.988	26.517	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10169	TRAF6	1.141	0.983	26.695	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10168	TRAF6	1.137	0.988	31.384	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	28	
0	10168	TRAF6	1.157	0.970	31.228	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	28	
0	10182	LAMB3	1.204	0.993	25.538	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10182	LAMB3	1.207	0.995	25.553	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10167	TRAF6	1.170	0.955	28.922	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10167	TRAF6	1.153	0.991	28.465	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10181	LAMB3	1.124	0.990	26.898	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10181	LAMB3	1.111	0.991	27.033	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10099	YWHAZ	0.943	0.946	27.386	29.491	29.491							True	0.040	True	3	24	
0	10099	YWHAZ	0.937	0.927	27.442	29.491	29.491							True	0.040	True	3	24	
0	10188	LAMB3	1.122	0.994	27.536	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10188	LAMB3	1.120	0.955	27.688	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10187	LAMB3	1.126	0.991	25.496	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10187	LAMB3	1.139	0.991	25.378	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10094	YWHAZ	0.728	0.866	32.178	29.491	29.491							True	0.040	True	3	28	
0	10094	YWHAZ	0.790	0.883	31.507	29.491	29.491							True	0.040	True	3	28	
0	10093	YWHAZ	0.000	0.000	Undetermined	29.491	29.491							True	0.040	True	3	39	True
0	10093	YWHAZ	0.000	0.000	Undetermined	29.491	29.491							True	0.040	True	3	39	True
0	10189	LAMB3	1.164	0.971	26.399	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10189	LAMB3	1.180	0.966	26.344	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10163	TRAF6	1.226	0.991	28.261	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10163	TRAF6	1.218	0.987	28.276	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10164	TRAF6	1.175	0.991	27.140	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10164	TRAF6	1.155	0.990	27.405	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10165	TRAF6	1.124	0.990	28.140	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10165	TRAF6	1.145	0.987	27.877	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10166	TRAF6	1.140	0.986	27.571	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10166	TRAF6	1.125	0.991	28.040	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10160	TRAF6	1.132	0.992	26.854	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10160	TRAF6	1.121	0.984	26.991	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10161	TRAF6	1.196	0.994	26.014	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	22	
0	10161	TRAF6	1.214	0.973	26.322	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10162	TRAF6	1.152	0.993	28.172	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10162	TRAF6	1.130	0.963	28.573	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10175	LAMB3	1.123	0.990	27.186	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10175	LAMB3	1.123	0.991	27.336	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10174	LAMB3	1.141	0.980	24.805	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10174	LAMB3	1.131	0.991	24.930	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10173	LAMB3	1.200	0.990	24.554	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10173	LAMB3	1.202	0.993	24.674	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10172	LAMB3	1.130	0.987	26.254	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10172	LAMB3	1.126	0.989	26.313	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10171	LAMB3	1.130	0.992	27.879	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10171	LAMB3	1.131	0.995	27.939	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10170	LAMB3	1.203	0.994	27.626	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10170	LAMB3	1.215	0.996	27.717	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10159	TRAF6	1.273	0.988	25.824	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	23	
0	10159	TRAF6	1.195	0.990	26.315	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	23	
0	10158	TRAF6	1.164	0.985	31.116	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	28	
0	10158	TRAF6	1.134	0.988	31.298	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	28	
0	10179	LAMB3	1.156	0.990	26.966	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10179	LAMB3	1.163	0.993	26.911	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10178	LAMB3	1.140	0.992	25.042	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10178	LAMB3	1.141	0.995	24.966	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10177	LAMB3	1.221	0.994	27.456	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10177	LAMB3	1.222	0.994	27.296	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10176	LAMB3	1.223	0.986	26.821	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10176	LAMB3	1.115	0.994	27.912	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10210	GUSB_627	0.853	0.898	28.593	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10210	GUSB_627	0.897	0.966	28.108	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10211	GUSB_627	0.979	0.984	28.949	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10211	GUSB_627	1.021	0.979	29.066	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10213	GUSB_627	1.066	0.983	32.199	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	29	
0	10213	GUSB_627	1.063	0.968	31.860	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	29	
0	10214	GUSB_627	0.000	0.000	Undetermined	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	39	True
0	10214	GUSB_627	0.000	0.000	Undetermined	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	39	True
0	10191	TRAF6	1.126	0.988	29.316	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10191	TRAF6	1.127	0.972	29.859	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	27	
0	10194	TRAF6	1.167	0.981	26.867	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10194	TRAF6	1.191	0.991	26.833	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10195	TRAF6	1.142	0.989	28.517	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10195	TRAF6	1.116	0.988	28.600	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10192	TRAF6	1.159	0.995	28.833	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10192	TRAF6	1.163	0.987	28.238	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	25	
0	10193	TRAF6	1.141	0.986	26.811	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10193	TRAF6	1.162	0.991	26.852	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	24	
0	10199	TRAF6	1.183	0.994	29.640	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	27	
0	10199	TRAF6	1.178	0.976	29.935	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	27	
0	10196	TRAF6	1.125	0.983	34.896	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	31	
0	10196	TRAF6	1.059	0.977	35.632	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	33	
0	10160	LAMB3	1.120	0.989	24.266	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10160	LAMB3	1.112	0.987	24.276	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10189	TRAF6	0.000	0.000	Undetermined	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	39	True
0	10189	TRAF6	1.176	0.929	28.810	29.043	29.043	-0.379	0.061	1.000	0.920	1.087	1.000	True	0.040	True	3	26	
0	10162	LAMB3	1.122	0.991	28.415	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10162	LAMB3	1.131	0.988	28.484	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10161	LAMB3	1.203	0.988	24.236	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10161	LAMB3	1.210	0.977	24.306	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10164	LAMB3	1.098	0.990	24.776	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10164	LAMB3	1.111	0.993	24.796	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	22	
0	10163	LAMB3	1.210	0.989	26.662	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10163	LAMB3	1.219	0.995	26.540	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10166	LAMB3	1.125	0.985	25.741	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10166	LAMB3	1.122	0.989	25.777	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	23	
0	10207	GUSB_627	1.038	0.982	28.573	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10207	GUSB_627	1.058	0.961	28.419	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10206	GUSB_627	1.033	0.984	29.253	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10206	GUSB_627	1.031	0.976	29.124	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	26	
0	10165	LAMB3	1.104	0.985	27.045	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10165	LAMB3	1.108	0.991	27.201	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10168	LAMB3	1.100	0.991	31.958	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	29	
0	10168	LAMB3	1.108	0.992	32.155	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	29	
0	10209	GUSB_627	1.007	0.969	27.969	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10209	GUSB_627	1.014	0.986	28.006	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	25	
0	10208	GUSB_627	0.789	0.949	30.957	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	28	
0	10208	GUSB_627	1.004	0.972	27.256	29.890	29.890	0.527	0.067	1.000	0.912	1.097	1.000	True	0.040	True	3	24	
0	10167	LAMB3	1.142	0.972	27.606	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	24	
0	10167	LAMB3	1.109	0.990	27.758	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	25	
0	10169	LAMB3	1.136	0.990	24.152	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
0	10169	LAMB3	1.149	0.976	24.248	27.832	27.832	-1.659	0.097	1.000	0.875	1.143	1.000	True	0.041	True	3	21	
